Word	Match	Lexicality	Old20	Old20_Diff	Ned1	Ned1_Diff	Overlap_Ratio	Maxdeviation	Summed_Deviation	Maxdeviation_Transition
zdrowie	wzropie	N	2.0	0.5	0	-8	2/3	80	229	_wzro[p]ie_
zdrowie	zgnopie	N	2.4	0.9	0	-8	2/3	80	212	_zgno[p]ie_
zdrowie	wszopie	N	1.95	0.45	1	-7	2/3	80	192	_wszo[p]ie_
zdrowie	spropie	N	1.9	0.4	2	-6	2/3	106	273	[_spr]opie_
zdrowie	zwlopie	N	2.4	0.9	0	-8	2/3	-83	268	[_zwl]opie_
zdrowie	wzmopie	N	2.3	0.8	0	-8	2/3	80	235	_wzmo[p]ie_
zdrowie	zmropie	N	2.0	0.5	0	-8	2/3	-83	261	[_zmr]opie_
zdrowie	szmopie	N	1.9	0.4	2	-6	2/3	80	205	_szmo[p]ie_
zdrowie	stwopie	N	1.9	0.4	2	-6	2/3	80	222	_stwo[p]ie_
zdrowie	mstopie	N	1.9	0.4	2	-6	2/3	-99	285	[_mst]opie_
zdrowie	czwopie	N	2.35	0.85	1	-7	2/3	-83	268	[_czw]opie_
zdrowie	spłopie	N	1.95	0.45	1	-7	2/3	80	214	_spło[p]ie_
zdrowie	rzgopie	N	2.45	0.95	0	-8	2/3	-97	281	[_rzg]opie_
zdrowie	chwopie	N	1.95	0.45	1	-7	2/3	80	223	_chwo[p]ie_
zdrowie	wzbopie	N	2.4	0.9	0	-8	2/3	80	229	_wzbo[p]ie_
zdrowie	wkropie	N	1.75	0.25	5	-3	2/3	80	199	_wkro[p]ie_
zdrowie	plwopie	N	2.45	0.95	0	-8	2/3	-97	288	[_plw]opie_
zdrowie	zgropie	N	1.95	0.45	1	-7	2/3	80	197	_zgro[p]ie_
zdrowie	wspopie	N	2.2	0.7	0	-8	2/3	80	202	_wspo[p]ie_
źródło	smósło	N	2.7	0.8	0	-3	2/3	-11	34	[_smó]sło_
źródło	śrósło	N	2.35	0.45	0	-3	2/3	-11	34	[_śró]sło_
źródło	zwósło	N	2.2	0.3	1	-2	2/3	-9	20	_zwó[sł]o_
źródło	chósło	N	2.75	0.85	0	-3	2/3	-9	20	_chó[sł]o_
źródło	głósło	N	2.8	0.9	0	-3	2/3	9	30	[_głó]sło_
źródło	skósło	N	2.1	0.2	1	-2	2/3	-9	20	_skó[sł]o_
źródło	zgósło	N	2.1	0.2	1	-2	2/3	-9	28	_zgó[sł]o_
źródło	młósło	N	2.75	0.85	0	-3	2/3	11	34	[_młó]sło_
źródło	zbósło	N	2.65	0.75	0	-3	2/3	-9	22	_zbó[sł]o_
źródło	kłósło	N	2.75	0.85	0	-3	2/3	12	36	[_kłó]sło_
źródło	zółsło	N	2.75	0.85	0	-3	2/3	-9	20	_zół[sł]o_
źródło	rólsło	N	2.9	1.0	0	-3	2/3	-9	24	_ról[sł]o_
źródło	dwósło	N	2.8	0.9	0	-3	2/3	-9	16	_dwó[sł]o_
źródło	gółsło	N	2.9	1.0	0	-3	2/3	-10	32	[_gół]sło_
źródło	płósło	N	2.7	0.8	0	-3	2/3	-9	20	_płó[sł]o_
źródło	mnósło	N	2.85	0.95	0	-3	2/3	-9	18	_mnó[sł]o_
źródło	zrósło	N	1.9	0.0	2	-1	2/3	-9	12	_zró[sł]o_
źródło	rójsło	N	2.85	0.95	0	-3	2/3	-9	26	_rój[sł]o_
źródło	spósło	N	2.0	0.1	0	-3	2/3	10	32	[_spó]sło_
źródło	złósło	N	2.75	0.85	0	-3	2/3	-9	28	_złó[sł]o_
marzenie	koślenie	N	1.95	0.7	1	-12	2/3	1807	4949	[_k]oślenie_
marzenie	kokłenie	N	2.5	1.25	0	-13	2/3	-1877	5469	_ko[kł]enie_
marzenie	kożnenie	N	2.4	1.15	0	-13	2/3	-1991	5564	_ko[żn]enie_
marzenie	kopłenie	N	1.95	0.7	1	-12	2/3	1807	5379	[_k]opłenie_
marzenie	kostenie	N	1.95	0.7	1	-12	2/3	1807	3897	[_k]ostenie_
marzenie	kogrenie	N	2.15	0.9	0	-13	2/3	1807	4890	[_k]ogrenie_
marzenie	koblenie	N	1.95	0.7	1	-12	2/3	1807	5000	[_k]oblenie_
marzenie	koskenie	N	1.95	0.7	1	-12	2/3	1807	4389	[_k]oskenie_
marzenie	kodnenie	N	2.1	0.85	0	-13	2/3	1807	4726	[_k]odnenie_
marzenie	kobnenie	N	2.45	1.2	0	-13	2/3	-2021	5598	_ko[bn]enie_
marzenie	kosnenie	N	1.95	0.7	1	-12	2/3	-2027	5607	_ko[sn]enie_
marzenie	kodlenie	N	1.9	0.65	2	-11	2/3	1807	5190	[_k]odlenie_
marzenie	kosłenie	N	1.95	0.7	1	-12	2/3	1807	5058	[_k]osłenie_
marzenie	kopnenie	N	1.95	0.7	1	-12	2/3	1807	5335	[_k]opnenie_
marzenie	koptenie	N	1.95	0.7	1	-12	2/3	-1969	5541	_ko[pt]enie_
marzenie	kotnenie	N	2.2	0.95	0	-13	2/3	1807	4992	[_k]otnenie_
marzenie	kochenie	N	1.9	0.65	2	-11	2/3	1807	3802	[_k]ochenie_
marzenie	koplenie	N	1.9	0.65	2	-11	2/3	1807	5081	[_k]oplenie_
marzenie	kotlenie	N	1.85	0.6	3	-10	2/3	-2033	5511	_ko[tl]enie_
marzenie	kodłenie	N	2.25	1.0	0	-13	2/3	-2014	5612	_ko[dł]enie_
zadanie	rocanie	N	1.95	0.95	1	-17	2/3	-3354	7286	_[ro]canie_
zadanie	roranie	N	1.75	0.75	5	-13	2/3	-3354	7168	_[ro]ranie_
zadanie	rokanie	N	1.95	0.95	1	-17	2/3	-3354	7187	_[ro]kanie_
zadanie	rowanie	N	1.9	0.9	2	-16	2/3	-3354	8879	_[ro]wanie_
zadanie	rozanie	N	1.9	0.9	2	-16	2/3	-3354	8471	_[ro]zanie_
zadanie	rolanie	N	1.7	0.7	6	-12	2/3	3719	8776	_ro[l]anie_
zadanie	rosanie	N	2.0	1.0	0	-18	2/3	-3354	7035	_[ro]sanie_
zadanie	rofanie	N	1.9	0.9	2	-16	2/3	-3828	10775	_ro[f]anie_
zadanie	romanie	N	1.75	0.75	5	-13	2/3	-3354	7286	_[ro]manie_
zadanie	robanie	N	1.85	0.85	3	-15	2/3	-3354	7596	_[ro]banie_
zadanie	rołanie	N	1.95	0.95	1	-17	2/3	-3354	8231	_[ro]łanie_
zadanie	rotanie	N	1.9	0.9	2	-16	2/3	-3354	6782	_[ro]tanie_
zadanie	ronanie	N	1.85	0.85	3	-15	2/3	-3354	8504	_[ro]nanie_
zadanie	ropanie	N	1.8	0.8	4	-14	2/3	3811	9204	_ro[p]anie_
zadanie	roganie	N	1.85	0.85	3	-15	2/3	-3354	5803	_[ro]ganie_
zadanie	rojanie	N	1.85	0.85	3	-15	2/3	-3354	6984	_[ro]janie_
zadanie	rożanie	N	1.9	0.9	2	-16	2/3	-3354	8005	_[ro]żanie_
zadanie	nacawie	N	2.0	1.0	0	-18	2/3	-6840	16177	_naca[w]ie_
zadanie	narawie	N	1.9	0.9	2	-16	2/3	-6840	16059	_nara[w]ie_
zadanie	nakawie	N	1.9	0.9	2	-16	2/3	-6840	16078	_naka[w]ie_
ryzyko	mełyko	N	2.45	0.75	0	-4	2/3	412	1227	_m[e]łyko_
ryzyko	reżuko	N	2.75	1.05	0	-4	2/3	-546	1967	_reż[u]ko_
ryzyko	rełuko	N	2.75	1.05	0	-4	2/3	-546	1676	_reł[u]ko_
ryzyko	rejuko	N	2.2	0.5	1	-3	2/3	785	2452	_re[j]uko_
ryzyko	mezuko	N	2.4	0.7	0	-4	2/3	-546	1553	_mez[u]ko_
ryzyko	myżuko	N	2.75	1.05	0	-4	2/3	-546	1704	_myż[u]ko_
ryzyko	myjuko	N	2.3	0.6	0	-4	2/3	785	2189	_my[j]uko_
ryzyko	myłuko	N	2.55	0.85	0	-4	2/3	-546	1413	_mył[u]ko_
ryzyko	nudyko	N	2.4	0.7	0	-4	2/3	2032	5373	_nu[d]yko_
ryzyko	nuzuko	N	2.6	0.9	0	-4	2/3	1319	3436	[_n]uzuko_
ryzyko	nufyko	N	2.85	1.15	0	-4	2/3	-1796	4973	_nu[f]yko_
ryzyko	nułyko	N	2.7	1.0	0	-4	2/3	1319	3110	[_n]ułyko_
ryzyko	nugyko	N	2.85	1.15	0	-4	2/3	1319	4406	[_n]ugyko_
ryzyko	nużyko	N	1.95	0.25	1	-3	2/3	1319	4309	[_n]użyko_
ryzyko	nedyko	N	2.45	0.75	0	-4	2/3	2032	4571	_ne[d]yko_
ryzyko	nezuko	N	2.8	1.1	0	-4	2/3	1319	2634	[_n]ezuko_
ryzyko	nefyko	N	2.95	1.25	0	-4	2/3	-1796	4171	_ne[f]yko_
ryzyko	nełyko	N	2.85	1.15	0	-4	2/3	1319	2308	[_n]ełyko_
ryzyko	negyko	N	2.9	1.2	0	-4	2/3	1319	3604	[_n]egyko_
ryzyko	neżyko	N	2.2	0.5	0	-4	2/3	1319	3507	[_n]eżyko_
drzewo	chluwo	N	1.95	0.35	1	-5	2/3	774	939	_chl[u]wo_
drzewo	zgnuwo	N	2.85	1.25	0	-6	2/3	774	843	_zgn[u]wo_
drzewo	wszywo	N	1.8	0.2	4	-2	2/3	-1020	1065	_wsz[y]wo_
drzewo	szwuwo	N	2.65	1.05	0	-6	2/3	774	873	_szw[u]wo_
drzewo	zmruwo	N	2.65	1.05	0	-6	2/3	774	855	_zmr[u]wo_
drzewo	szkuwo	N	2.1	0.5	0	-6	2/3	774	883	_szk[u]wo_
drzewo	chwywo	N	2.35	0.75	0	-6	2/3	-1020	1121	_chw[y]wo_
drzewo	sznywo	N	2.5	0.9	0	-6	2/3	-1020	1066	_szn[y]wo_
drzewo	sznuwo	N	2.45	0.85	0	-6	2/3	774	823	_szn[u]wo_
drzewo	skrywo	N	1.8	0.2	4	-2	2/3	-1020	1266	_skr[y]wo_
drzewo	skruwo	N	2.0	0.4	0	-6	2/3	774	1036	_skr[u]wo_
drzewo	chruwo	N	2.45	0.85	0	-6	2/3	774	876	_chr[u]wo_
drzewo	chrywo	N	2.2	0.6	1	-5	2/3	-1020	1134	_chr[y]wo_
drzewo	zszywo	N	1.9	0.3	2	-4	2/3	-1020	1031	_zsz[y]wo_
drzewo	zdmuwo	N	2.9	1.3	0	-6	2/3	774	857	_zdm[u]wo_
drzewo	wdmuwo	N	2.9	1.3	0	-6	2/3	774	867	_wdm[u]wo_
drzewo	zgłuwo	N	2.75	1.15	0	-6	2/3	774	827	_zgł[u]wo_
drzewo	wpływo	N	1.75	0.15	5	-1	2/3	-1020	1054	_wpł[y]wo_
drzewo	sczywo	N	2.45	0.85	0	-6	2/3	-1020	1091	_scz[y]wo_
drzewo	sprywo	N	1.95	0.35	1	-5	2/3	-1020	1200	_spr[y]wo_
wrażenie	włojenie	N	1.8	0.55	4	-9	2/3	409	843	_wło[je]nie_
wrażenie	włozenie	N	1.95	0.7	1	-12	2/3	-416	752	_wło[z]enie_
wrażenie	łzozenie	N	2.5	1.25	0	-13	2/3	-416	1176	_łzo[z]enie_
wrażenie	łzojenie	N	1.95	0.7	1	-12	2/3	409	1267	_łzo[je]nie_
wrażenie	zbozenie	N	1.95	0.7	1	-12	2/3	-416	1074	_zbo[z]enie_
wrażenie	zbojenie	N	1.9	0.65	2	-11	2/3	409	1165	_zbo[je]nie_
wrażenie	gdozenie	N	2.3	1.05	0	-13	2/3	-416	1101	_gdo[z]enie_
wrażenie	gdojenie	N	1.85	0.6	3	-10	2/3	409	1192	_gdo[je]nie_
wrażenie	gwozenie	N	2.0	0.75	0	-13	2/3	-416	849	_gwo[z]enie_
wrażenie	gwojenie	N	1.9	0.65	2	-11	2/3	409	940	_gwo[je]nie_
wrażenie	blojenie	N	1.95	0.7	1	-12	2/3	409	981	_blo[je]nie_
wrażenie	blozenie	N	2.1	0.85	0	-13	2/3	-416	890	_blo[z]enie_
wrażenie	lwojenie	N	2.0	0.75	0	-13	2/3	409	1253	_lwo[je]nie_
wrażenie	lwozenie	N	2.4	1.15	0	-13	2/3	-416	1162	_lwo[z]enie_
wrażenie	ktojenie	N	1.9	0.65	2	-11	2/3	409	1284	_kto[je]nie_
wrażenie	ktozenie	N	2.0	0.75	0	-13	2/3	-416	1193	_kto[z]enie_
wrażenie	złozenie	N	1.85	0.6	3	-10	2/3	-416	1189	_zło[z]enie_
wrażenie	wkozenie	N	2.0	0.75	0	-13	2/3	-416	997	_wko[z]enie_
wrażenie	wkojenie	N	1.85	0.6	3	-10	2/3	409	1088	_wko[je]nie_
wrażenie	ćwozenie	N	2.45	1.2	0	-13	2/3	-416	1075	_ćwo[z]enie_
miejsce	mienkse	N	2.85	1.2	0	-5	2/3	-7	16	_m[ien]kse_
miejsce	mienkre	N	2.85	1.2	0	-5	2/3	-7	17	_m[ien]kre_
miejsce	mientle	N	2.45	0.8	0	-5	2/3	-11	28	_mien[tle]_
miejsce	mienbre	N	2.95	1.3	0	-5	2/3	-12	30	_mie[nbr]e_
miejsce	miendce	N	2.45	0.8	0	-5	2/3	-11	23	_mie[ndc]e_
miejsce	mienfle	N	2.75	1.1	0	-5	2/3	-12	30	_mien[fle]_
miejsce	miempte	N	2.95	1.3	0	-5	2/3	-28	54	_miem[pte]_
miejsce	miemsle	N	2.75	1.1	0	-5	2/3	-29	57	_miem[sle]_
miejsce	miempse	N	3.0	1.35	0	-5	2/3	-17	44	_m[iem]pse_
miejsce	miemgle	N	2.8	1.15	0	-5	2/3	32	55	_miem[gle]_
miejsce	miempre	N	2.95	1.3	0	-5	2/3	-23	43	_miem[pre]_
miejsce	miembre	N	2.95	1.3	0	-5	2/3	22	50	_mie[mbr]e_
miejsce	miemble	N	2.85	1.2	0	-5	2/3	28	52	_miem[ble]_
miejsce	miembce	N	2.75	1.1	0	-5	2/3	-17	38	_m[iem]bce_
miejsce	miemfle	N	2.9	1.25	0	-5	2/3	-17	41	_m[iem]fle_
miejsce	miempce	N	2.75	1.1	0	-5	2/3	32	60	_miem[pce]_
miejsce	miemple	N	2.8	1.15	0	-5	2/3	25	65	_miem[ple]_
miejsce	miemśce	N	2.7	1.05	0	-5	2/3	-27	45	_miem[śce]_
miejsce	miemsne	N	2.6	0.95	0	-5	2/3	-17	44	_m[iem]sne_
miejsce	miemdle	N	2.65	1.0	0	-5	2/3	30	49	_miem[dle]_
zdanie	zgacie	N	1.7	0.6	6	-10	2/3	-945	1119	_zga[c]ie_
zdanie	flacie	N	1.55	0.45	9	-7	2/3	-945	1159	_fla[c]ie_
zdanie	clacie	N	1.75	0.65	5	-11	2/3	-945	1448	_cla[c]ie_
zdanie	nracie	N	1.6	0.5	8	-8	2/3	-945	1486	_nra[c]ie_
zdanie	wdacie	N	1.5	0.4	10	-6	2/3	-945	1330	_wda[c]ie_
zdanie	żgacie	N	1.85	0.75	3	-13	2/3	-945	1478	_żga[c]ie_
zdanie	żwacie	N	1.85	0.75	3	-13	2/3	-945	1429	_żwa[c]ie_
zdanie	llacie	N	1.9	0.8	2	-14	2/3	-945	1484	_lla[c]ie_
zdanie	shacie	N	1.65	0.55	7	-9	2/3	-945	1410	_sha[c]ie_
zdanie	fracie	N	1.35	0.25	13	-3	2/3	-945	1127	_fra[c]ie_
zdanie	zjacie	N	1.7	0.6	6	-10	2/3	-945	1327	_zja[c]ie_
zdanie	knacie	N	1.55	0.45	9	-7	2/3	-945	1315	_kna[c]ie_
zdanie	thacie	N	1.7	0.6	6	-10	2/3	-945	1463	_tha[c]ie_
zdanie	wsacie	N	1.9	0.8	2	-14	2/3	-945	1292	_wsa[c]ie_
zdanie	rzacie	N	1.8	0.7	4	-12	2/3	-945	1307	_rza[c]ie_
zdanie	slacie	N	1.6	0.5	8	-8	2/3	-945	1404	_sla[c]ie_
zdanie	mżacie	N	1.9	0.8	2	-14	2/3	-945	1457	_mża[c]ie_
zdanie	wwacie	N	1.8	0.7	4	-12	2/3	-945	1438	_wwa[c]ie_
zdanie	hracie	N	1.55	0.45	9	-7	2/3	-945	1427	_hra[c]ie_
zdanie	twacie	N	1.75	0.65	5	-11	2/3	-945	1370	_twa[c]ie_
dziecko	dziazko	N	1.9	0.2	2	-2	2/3	-10	23	_[dzia]zko_
dziecko	zmieńko	N	2.9	1.2	0	-4	2/3	-51	153	_[zmie]ńko_
dziecko	dziańko	N	1.95	0.25	1	-3	2/3	44	70	_dzia[ńk]o_
dziecko	zwieńko	N	2.9	1.2	0	-4	2/3	111	225	[_zw]ieńko_
dziecko	dziońko	N	2.25	0.55	0	-4	2/3	-100	146	_[dzio]ńko_
dziecko	dziuńko	N	2.15	0.45	1	-3	2/3	-102	146	_[dziu]ńko_
dziecko	zgiemko	N	2.6	0.9	0	-4	2/3	-250	627	[_zg]iemko_
dziecko	zgieńko	N	2.55	0.85	0	-4	2/3	-250	468	[_zg]ieńko_
dziecko	zgiejko	N	2.7	1.0	0	-4	2/3	-250	680	[_zg]iejko_
dziecko	chieńko	N	2.8	1.1	0	-4	2/3	-139	355	_[chie]ńko_
dziecko	chiejko	N	2.9	1.2	0	-4	2/3	211	567	_chie[jk]o_
dziecko	chiemko	N	2.7	1.0	0	-4	2/3	175	514	_chie[mk]o_
dziecko	kwieńko	N	2.85	1.15	0	-4	2/3	-211	420	[_kw]ieńko_
dziecko	kwiejko	N	2.75	1.05	0	-4	2/3	-211	632	[_kw]iejko_
dziecko	kwiemko	N	2.85	1.15	0	-4	2/3	-211	579	[_kw]iemko_
dziecko	dziamko	N	1.95	0.25	1	-3	2/3	175	193	_dzia[mk]o_
dziecko	dziumko	N	2.15	0.45	1	-3	2/3	175	286	_dziu[mk]o_
dziecko	dziomko	N	2.0	0.3	0	-4	2/3	175	280	_dzio[mk]o_
dziecko	zwiemko	N	2.75	1.05	0	-4	2/3	175	384	_zwie[mk]o_
dziecko	zwiejko	N	2.5	0.8	0	-4	2/3	211	437	_zwie[jk]o_
pytanie	wucanie	N	1.95	0.6	1	-10	2/3	-5815	9666	[_w]ucanie_
pytanie	wuranie	N	1.8	0.45	4	-7	2/3	-5815	8376	[_w]uranie_
pytanie	wudanie	N	1.85	0.5	3	-8	2/3	-5815	9187	[_w]udanie_
pytanie	wukanie	N	1.65	0.3	7	-4	2/3	-5815	7679	[_w]ukanie_
pytanie	wuwanie	N	1.85	0.5	3	-8	2/3	-5815	9371	[_w]uwanie_
pytanie	wuzanie	N	2.0	0.65	0	-11	2/3	-5815	12789	[_w]uzanie_
pytanie	wulanie	N	1.6	0.25	8	-3	2/3	-5815	10434	[_w]ulanie_
pytanie	wusanie	N	2.0	0.65	0	-11	2/3	-5815	8693	[_w]usanie_
pytanie	wufanie	N	1.9	0.55	2	-9	2/3	-5815	15093	[_w]ufanie_
pytanie	wubanie	N	2.0	0.65	0	-11	2/3	-5815	9254	[_w]ubanie_
pytanie	wuhanie	N	1.95	0.6	1	-10	2/3	-5952	15931	_wu[h]anie_
pytanie	wułanie	N	1.85	0.5	3	-8	2/3	-5815	12549	[_w]ułanie_
pytanie	wutawie	N	2.0	0.65	0	-11	2/3	-6840	18289	_wuta[w]ie_
pytanie	wunanie	N	2.0	0.65	0	-11	2/3	-5815	10162	[_w]unanie_
pytanie	wupanie	N	1.85	0.5	3	-8	2/3	-5815	9814	[_w]upanie_
pytanie	wuganie	N	1.9	0.55	2	-9	2/3	-5815	9863	[_w]uganie_
pytanie	wujanie	N	1.95	0.6	1	-10	2/3	-5815	11302	[_w]ujanie_
pytanie	wumanie	N	1.85	0.5	3	-8	2/3	-5815	8944	[_w]umanie_
pytanie	wużanie	N	2.0	0.65	0	-11	2/3	-5815	12323	[_w]użanie_
pytanie	wecanie	N	1.95	0.6	1	-10	2/3	-5815	9055	[_w]ecanie_
wpisać	zgibać	N	1.9	0.35	2	-5	2/3	-37	107	_zgi[b]ać_
wpisać	zgimać	N	1.95	0.4	1	-6	2/3	52	135	_zgi[ma]ć_
wpisać	flibać	N	2.4	0.85	0	-7	2/3	-37	78	_fli[b]ać_
wpisać	flimać	N	2.0	0.45	0	-7	2/3	52	106	_fli[ma]ć_
wpisać	kwibać	N	2.0	0.45	0	-7	2/3	60	141	[_kw]ibać_
wpisać	kwimać	N	1.95	0.4	1	-6	2/3	60	169	[_kw]imać_
wpisać	ślibać	N	2.15	0.6	0	-7	2/3	38	117	_[śli]bać_
wpisać	ślimać	N	1.95	0.4	1	-6	2/3	52	145	_śli[ma]ć_
wpisać	znibać	N	1.9	0.35	2	-5	2/3	-37	112	_zni[b]ać_
wpisać	znimać	N	1.9	0.35	2	-5	2/3	52	140	_zni[ma]ć_
wpisać	glibać	N	2.2	0.65	1	-6	2/3	-57	131	[_gl]ibać_
wpisać	glimać	N	2.1	0.55	1	-6	2/3	-57	159	[_gl]imać_
wpisać	psibać	N	1.95	0.4	1	-6	2/3	-37	106	_psi[b]ać_
wpisać	psimać	N	1.9	0.35	2	-5	2/3	52	134	_psi[ma]ć_
wpisać	gnibać	N	1.95	0.4	1	-6	2/3	-37	99	_gni[b]ać_
wpisać	gnimać	N	2.0	0.45	0	-7	2/3	52	127	_gni[ma]ć_
wpisać	zlibać	N	1.95	0.4	1	-6	2/3	-50	156	[_zl]ibać_
wpisać	zlimać	N	1.95	0.4	1	-6	2/3	52	184	_zli[ma]ć_
wpisać	fribać	N	2.55	1.0	0	-7	2/3	-64	146	_[fri]bać_
wpisać	frimać	N	2.65	1.1	0	-7	2/3	-64	174	_[fri]mać_
ukończyć	utamczyć	N	2.75	1.05	0	-4	2/3	-381	1004	_u[ta]mczyć_
ukończyć	ucińscyć	N	2.9	1.2	0	-4	2/3	-1015	2488	_u[ci]ńscyć_
ukończyć	ucińszyć	N	2.4	0.7	2	-2	2/3	-1015	2298	_u[ci]ńszyć_
ukończyć	ucirczyć	N	2.9	1.2	0	-4	2/3	-1015	1855	_u[ci]rczyć_
ukończyć	ucijczyć	N	2.9	1.2	0	-4	2/3	-1015	1865	_u[ci]jczyć_
ukończyć	ucinczyć	N	2.9	1.2	0	-4	2/3	-1015	2255	_u[ci]nczyć_
ukończyć	ucimczyć	N	2.9	1.2	0	-4	2/3	-1015	2059	_u[ci]mczyć_
ukończyć	uciłczyć	N	2.9	1.2	0	-4	2/3	-1015	1763	_u[ci]łczyć_
ukończyć	ucilczyć	N	2.9	1.2	0	-4	2/3	-1015	1701	_u[ci]lczyć_
ukończyć	ukajrzyć	N	2.85	1.15	0	-4	2/3	704	1533	_uk[aj]rzyć_
ukończyć	ukajstyć	N	3.75	2.05	0	-4	2/3	-774	1723	_ukaj[sty]ć_
ukończyć	ukajszyć	N	2.95	1.25	0	-4	2/3	717	1938	_uka[jsz]yć_
ukończyć	ukajśmyć	N	3.4	1.7	0	-4	2/3	-736	1686	_ukaj[śmy]ć_
ukończyć	ukajscyć	N	3.05	1.35	0	-4	2/3	-893	1776	_ukaj[scy]ć_
ukończyć	ukamrzyć	N	2.85	1.15	0	-4	2/3	-605	1220	_ukam[rzy]ć_
ukończyć	ukamstyć	N	3.85	2.15	0	-4	2/3	-774	1393	_ukam[sty]ć_
ukończyć	ukamszyć	N	2.95	1.25	0	-4	2/3	-517	1135	_ukam[szy]ć_
ukończyć	ukamscyć	N	3.7	2.0	0	-4	2/3	-893	1499	_ukam[scy]ć_
ukończyć	ukalscyć	N	3.3	1.6	0	-4	2/3	963	2061	_uk[al]scyć_
ukończyć	ukalszyć	N	2.95	1.25	0	-4	2/3	963	1648	_uk[al]szyć_
udzielać	uściagać	N	2.8	1.15	0	-5	2/3	-3760	10641	_uścia[g]ać_
udzielać	uściarać	N	2.8	1.15	0	-5	2/3	-3097	8484	_u[śc]iarać_
udzielać	uściasać	N	2.9	1.25	0	-5	2/3	-3230	10324	_uścia[s]ać_
udzielać	uściatać	N	2.85	1.2	0	-5	2/3	-3097	7769	_u[śc]iatać_
udzielać	uściajać	N	2.9	1.25	0	-5	2/3	-3097	7499	_u[śc]iajać_
udzielać	uściakać	N	2.35	0.7	1	-4	2/3	3248	9851	_uścia[ka]ć_
udzielać	uściacać	N	2.85	1.2	0	-5	2/3	3295	10340	_uścia[c]ać_
udzielać	uściamać	N	2.9	1.25	0	-5	2/3	-3097	9745	_u[śc]iamać_
udzielać	urziagać	N	3.0	1.35	0	-5	2/3	-3760	9252	_urzia[g]ać_
udzielać	urziarać	N	3.0	1.35	0	-5	2/3	-2828	7095	_urz[ia]rać_
udzielać	urziasać	N	3.0	1.35	0	-5	2/3	-3230	8935	_urzia[s]ać_
udzielać	urziatać	N	2.95	1.3	0	-5	2/3	-2828	6380	_urz[ia]tać_
udzielać	urziajać	N	2.9	1.25	0	-5	2/3	-2828	6110	_urz[ia]jać_
udzielać	urziakać	N	2.95	1.3	0	-5	2/3	3248	8462	_urzia[ka]ć_
udzielać	urziacać	N	3.0	1.35	0	-5	2/3	3295	8951	_urzia[c]ać_
udzielać	urziamać	N	2.95	1.3	0	-5	2/3	-2828	8356	_urz[ia]mać_
udzielać	użniagać	N	3.2	1.55	0	-5	2/3	-3760	11183	_użnia[g]ać_
udzielać	użniarać	N	2.95	1.3	0	-5	2/3	-3561	9026	_u[żn]iarać_
udzielać	użniasać	N	3.35	1.7	0	-5	2/3	-3561	10866	_u[żn]iasać_
udzielać	użniatać	N	2.6	0.95	1	-4	2/3	-3561	8311	_u[żn]iatać_
spojrzeć	krejrzeć	N	2.85	0.75	0	-1	2/3	18	28	_kr[ej]rzeć_
spojrzeć	spomszeć	N	2.85	0.75	0	-1	2/3	-48	106	_spo[msz]eć_
spojrzeć	spodszeć	N	2.6	0.5	0	-1	2/3	-53	73	_spo[dsz]eć_
spojrzeć	spozszeć	N	2.9	0.8	0	-1	2/3	59	125	_sp[oz]szeć_
spojrzeć	kromrzeć	N	2.95	0.85	0	-1	2/3	47	115	_kr[om]rzeć_
spojrzeć	krodrzeć	N	2.9	0.8	0	-1	2/3	-46	91	_kro[drz]eć_
spojrzeć	krojszeć	N	2.9	0.8	0	-1	2/3	35	68	_[kro]jszeć_
spojrzeć	krozrzeć	N	2.95	0.85	0	-1	2/3	59	150	_kr[oz]rzeć_
spojrzeć	skomrzeć	N	2.8	0.7	0	-1	2/3	-57	180	[_sk]omrzeć_
spojrzeć	skodrzeć	N	2.8	0.7	0	-1	2/3	-57	156	[_sk]odrzeć_
spojrzeć	skozrzeć	N	2.9	0.8	0	-1	2/3	59	215	_sk[oz]rzeć_
spojrzeć	skojszeć	N	2.9	0.8	0	-1	2/3	-57	133	[_sk]ojszeć_
spojrzeć	spynrzeć	N	2.95	0.85	0	-1	2/3	-121	225	_[spy]nrzeć_
spojrzeć	spyjszeć	N	2.85	0.75	0	-1	2/3	-121	259	_[spy]jszeć_
spojrzeć	spemrzeć	N	2.8	0.7	0	-1	2/3	-101	221	_sp[em]rzeć_
spojrzeć	spejszeć	N	2.75	0.65	0	-1	2/3	-88	138	_[spe]jszeć_
spojrzeć	spońszeć	N	2.9	0.8	0	-1	2/3	-93	145	_sp[oń]szeć_
spojrzeć	społszeć	N	2.9	0.8	0	-1	2/3	-116	178	_sp[oł]szeć_
spojrzeć	spumrzeć	N	2.8	0.7	0	-1	2/3	-106	174	_[spu]mrzeć_
spojrzeć	spunrzeć	N	2.95	0.85	0	-1	2/3	-106	228	_[spu]nrzeć_
pełnić	peńkić	N	2.8	1.4	0	-10	2/3	-224	379	_peń[ki]ć_
pełnić	pedkić	N	2.25	0.85	0	-10	2/3	-224	433	_ped[ki]ć_
pełnić	pelkić	N	2.15	0.75	0	-10	2/3	226	572	_pe[lk]ić_
pełnić	pekkić	N	2.55	1.15	0	-10	2/3	-224	434	_pek[ki]ć_
pełnić	pezkić	N	2.8	1.4	0	-10	2/3	-224	438	_pez[ki]ć_
pełnić	pemkić	N	2.8	1.4	0	-10	2/3	-224	398	_pem[ki]ć_
